,StateCode,StateName,Origin,Reporting_Airline,Detail,Flights,Status
3625,MT,Montana,HLN,9E,Arrival Delay,4,Delayed
3626,TX,Texas,HOU,9E,Arrival Delay,12,Delayed
3627,NY,New York,HPN,9E,Arrival Delay,26,Delayed
3619,MS,Mississippi,GPT,9E,Arrival Delay,15,Delayed
3609,ND,North Dakota,FAR,9E,Arrival Delay,6,Delayed
3608,FL,Florida,EYW,9E,Arrival Delay,5,Delayed
3607,NJ,New Jersey,EWR,9E,Arrival Delay,26,Delayed
3588,MO,Missouri,COU,9E,Arrival Delay,3,Delayed
3589,WY,Wyoming,CPR,9E,Arrival Delay,3,Delayed
3590,WV,West Virginia,CRW,9E,Arrival Delay,6,Delayed
3591,GA,Georgia,CSG,9E,Arrival Delay,5,Delayed
3592,KY,Kentucky,CVG,9E,Arrival Delay,175,Delayed
3593,WI,Wisconsin,CWA,9E,Arrival Delay,19,Delayed
3594,TX,Texas,DAL,9E,Arrival Delay,1,Delayed
3595,OH,Ohio,DAY,9E,Arrival Delay,27,Delayed
3596,VA,Virginia,DCA,9E,Arrival Delay,34,Delayed
3597,CO,Colorado,DEN,9E,Arrival Delay,11,Delayed
3598,TX,Texas,DFW,9E,Arrival Delay,38,Delayed
3599,MN,Minnesota,DLH,9E,Arrival Delay,20,Delayed
1228,KY,Kentucky,LEX,9E,A,1,Cancelled
3601,MI,Michigan,DTW,9E,Arrival Delay,1265,Delayed
3602,FL,Florida,ECP,9E,Arrival Delay,2,Delayed
3603,NY,New York,ELM,9E,Arrival Delay,20,Delayed
3604,PA,Pennsylvania,ERI,9E,Arrival Delay,20,Delayed
3605,IN,Indiana,EVV,9E,Arrival Delay,28,Delayed
3606,NC,North Carolina,EWN,9E,Arrival Delay,3,Delayed
3628,TX,Texas,HRL,9E,Arrival Delay,2,Delayed
3587,MI,Michigan,CMX,9E,Arrival Delay,2,Delayed
3629,AL,Alabama,HSV,9E,Arrival Delay,33,Delayed
3631,TX,Texas,IAH,9E,Arrival Delay,22,Delayed
3653,PA,Pennsylvania,MDT,9E,Arrival Delay,19,Delayed
3654,IL,Illinois,MDW,9E,Arrival Delay,26,Delayed
3655,TN,Tennessee,MEM,9E,Arrival Delay,521,Delayed
3656,TX,Texas,MFE,9E,Arrival Delay,2,Delayed
3657,AL,Alabama,MGM,9E,Arrival Delay,17,Delayed
3658,NH,New Hampshire,MHT,9E,Arrival Delay,8,Delayed
3659,WI,Wisconsin,MKE,9E,Arrival Delay,16,Delayed
3660,IL,Illinois,MLI,9E,Arrival Delay,26,Delayed
3652,FL,Florida,MCO,9E,Arrival Delay,4,Delayed
3661,AL,Alabama,MOB,9E,Arrival Delay,21,Delayed
3663,MI,Michigan,MQT,9E,Arrival Delay,4,Delayed
3664,WI,Wisconsin,MSN,9E,Arrival Delay,24,Delayed
2578,PA,Pennsylvania,MDT,9E,A,2,Cancelled
3665,MN,Minnesota,MSP,9E,Arrival Delay,529,Delayed
3666,LA,Louisiana,MSY,9E,Arrival Delay,8,Delayed
3667,MA,Massachusetts,MVY,9E,Arrival Delay,1,Delayed
3668,SC,South Carolina,MYR,9E,Arrival Delay,1,Delayed
2573,PA,Pennsylvania,ERI,9E,A,1,Cancelled
3662,ND,North Dakota,MOT,9E,Arrival Delay,1,Delayed
3651,MO,Missouri,MCI,9E,Arrival Delay,39,Delayed
2593,PA,Pennsylvania,PHL,9E,B,1,Cancelled
2594,PA,Pennsylvania,PHL,9E,C,2,Cancelled
3632,KS,Kansas,ICT,9E,Arrival Delay,23,Delayed
3633,ID,Idaho,IDA,9E,Arrival Delay,1,Delayed
3634,NC,North Carolina,ILM,9E,Arrival Delay,4,Delayed
3635,IN,Indiana,IND,9E,Arrival Delay,112,Delayed
3636,MN,Minnesota,INL,9E,Arrival Delay,1,Delayed
3637,NY,New York,ITH,9E,Arrival Delay,6,Delayed
3638,MS,Mississippi,JAN,9E,Arrival Delay,20,Delayed
3639,FL,Florida,JAX,9E,Arrival Delay,28,Delayed
3640,NY,New York,JFK,9E,Arrival Delay,203,Delayed
3641,MI,Michigan,LAN,9E,Arrival Delay,14,Delayed
3642,TX,Texas,LBB,9E,Arrival Delay,5,Delayed
3643,KY,Kentucky,LEX,9E,Arrival Delay,27,Delayed
3644,LA,Louisiana,LFT,9E,Arrival Delay,8,Delayed
3645,NY,New York,LGA,9E,Arrival Delay,232,Delayed
3646,AR,Arkansas,LIT,9E,Arrival Delay,12,Delayed
3647,NE,Nebraska,LNK,9E,Arrival Delay,9,Delayed
3648,WI,Wisconsin,LSE,9E,Arrival Delay,17,Delayed
3649,WV,West Virginia,LWB,9E,Arrival Delay,1,Delayed
3650,MI,Michigan,MBS,9E,Arrival Delay,25,Delayed
3630,VA,Virginia,IAD,9E,Arrival Delay,20,Delayed
3669,NC,North Carolina,OAJ,9E,Arrival Delay,5,Delayed
3586,OH,Ohio,CMH,9E,Arrival Delay,42,Delayed
3584,OH,Ohio,CLE,9E,Arrival Delay,68,Delayed
3261,VA,Virginia,IAD,9E,C,2,Cancelled
3300,VA,Virginia,ORF,9E,A,1,Cancelled
3301,VA,Virginia,ORF,9E,B,1,Cancelled
3302,VA,Virginia,ORF,9E,C,2,Cancelled
2760,SC,South Carolina,GSP,9E,C,1,Cancelled
2759,SC,South Carolina,GSP,9E,A,2,Cancelled
3333,VA,Virginia,RIC,9E,A,1,Cancelled
3334,VA,Virginia,RIC,9E,B,1,Cancelled
3260,VA,Virginia,IAD,9E,A,2,Cancelled
3335,VA,Virginia,RIC,9E,C,4,Cancelled
76,AL,Alabama,MOB,9E,A,1,Cancelled
3373,VT,Vermont,BTV,9E,C,3,Cancelled
3389,WA,Washington,GEG,9E,C,1,Cancelled
1657,MO,Missouri,MCI,9E,A,2,Cancelled
1658,MO,Missouri,MCI,9E,B,2,Cancelled
1659,MO,Missouri,MCI,9E,C,2,Cancelled
2730,SC,South Carolina,CHS,9E,A,2,Cancelled
3423,WI,Wisconsin,ATW,9E,B,1,Cancelled
3360,VA,Virginia,ROA,9E,A,1,Cancelled
3216,VA,Virginia,DCA,9E,B,1,Cancelled
3215,VA,Virginia,DCA,9E,A,3,Cancelled
1518,MI,Michigan,FNT,9E,A,1,Cancelled
2861,TN,Tennessee,MEM,9E,B,8,Cancelled
2862,TN,Tennessee,MEM,9E,C,3,Cancelled
2860,TN,Tennessee,MEM,9E,A,24,Cancelled
2896,TN,Tennessee,TYS,9E,A,3,Cancelled
2897,TN,Tennessee,TYS,9E,C,4,Cancelled
2931,TX,Texas,AUS,9E,A,1,Cancelled
2974,TX,Texas,DAL,9E,A,2,Cancelled
2993,TX,Texas,DFW,9E,A,2,Cancelled
2994,TX,Texas,DFW,9E,C,1,Cancelled
2817,TN,Tennessee,BNA,9E,B,1,Cancelled
3059,TX,Texas,HOU,9E,A,3,Cancelled
3060,TX,Texas,HOU,9E,B,1,Cancelled
2808,SD,South Dakota,RAP,9E,A,1,Cancelled
32,AL,Alabama,BHM,9E,A,3,Cancelled
33,AL,Alabama,BHM,9E,C,2,Cancelled
3081,TX,Texas,IAH,9E,C,1,Cancelled
1639,MN,Minnesota,RST,9E,A,2,Cancelled
3149,TX,Texas,SAT,9E,A,1,Cancelled
1640,MN,Minnesota,RST,9E,C,1,Cancelled
87,AR,Arkansas,LIT,9E,A,1,Cancelled
3585,NC,North Carolina,CLT,9E,Arrival Delay,31,Delayed
3434,WI,Wisconsin,CWA,9E,A,1,Cancelled
3445,WI,Wisconsin,GRB,9E,A,1,Cancelled
3566,AL,Alabama,BHM,9E,Arrival Delay,29,Delayed
3567,ND,North Dakota,BIS,9E,Arrival Delay,14,Delayed
3568,MN,Minnesota,BJI,9E,Arrival Delay,1,Delayed
3569,IL,Illinois,BMI,9E,Arrival Delay,23,Delayed
3570,TN,Tennessee,BNA,9E,Arrival Delay,43,Delayed
3571,MA,Massachusetts,BOS,9E,Arrival Delay,77,Delayed
3572,GA,Georgia,BQK,9E,Arrival Delay,4,Delayed
3573,LA,Louisiana,BTR,9E,Arrival Delay,15,Delayed
3565,ME,Maine,BGR,9E,Arrival Delay,22,Delayed
3574,VT,Vermont,BTV,9E,Arrival Delay,29,Delayed
3576,MD,Maryland,BWI,9E,Arrival Delay,32,Delayed
3577,SC,South Carolina,CAE,9E,Arrival Delay,24,Delayed
3578,OH,Ohio,CAK,9E,Arrival Delay,24,Delayed
3579,TN,Tennessee,CHA,9E,Arrival Delay,16,Delayed
3580,VA,Virginia,CHO,9E,Arrival Delay,9,Delayed
3581,SC,South Carolina,CHS,9E,Arrival Delay,24,Delayed
3582,IA,Iowa,CID,9E,Arrival Delay,24,Delayed
3583,MI,Michigan,CIU,9E,Arrival Delay,1,Delayed
3575,NY,New York,BUF,9E,Arrival Delay,30,Delayed
3564,NY,New York,BGM,9E,Arrival Delay,16,Delayed
3563,CT,Connecticut,BDL,9E,Arrival Delay,17,Delayed
3562,MI,Michigan,AZO,9E,Arrival Delay,13,Delayed
3446,WI,Wisconsin,GRB,9E,B,2,Cancelled
3462,WI,Wisconsin,LSE,9E,A,2,Cancelled
3463,WI,Wisconsin,LSE,9E,B,1,Cancelled
3469,WI,Wisconsin,MKE,9E,B,1,Cancelled
3470,WI,Wisconsin,MKE,9E,C,1,Cancelled
3499,WI,Wisconsin,MSN,9E,B,1,Cancelled
3552,PA,Pennsylvania,ABE,9E,Arrival Delay,17,Delayed
3553,LA,Louisiana,AEX,9E,Arrival Delay,7,Delayed
3554,GA,Georgia,AGS,9E,Arrival Delay,7,Delayed
3555,NY,New York,ALB,9E,Arrival Delay,9,Delayed
3556,IA,Iowa,ALO,9E,Arrival Delay,8,Delayed
104,AR,Arkansas,XNA,9E,A,2,Cancelled
105,AR,Arkansas,XNA,9E,B,2,Cancelled
106,AR,Arkansas,XNA,9E,C,1,Cancelled
3557,GA,Georgia,ATL,9E,Arrival Delay,368,Delayed
3558,WI,Wisconsin,ATW,9E,Arrival Delay,27,Delayed
3559,TX,Texas,AUS,9E,Arrival Delay,20,Delayed
3560,NC,North Carolina,AVL,9E,Arrival Delay,27,Delayed
3561,PA,Pennsylvania,AVP,9E,Arrival Delay,10,Delayed
3435,WI,Wisconsin,CWA,9E,C,1,Cancelled
3670,OK,Oklahoma,OKC,9E,Arrival Delay,38,Delayed
3600,IA,Iowa,DSM,9E,Arrival Delay,69,Delayed
3672,IL,Illinois,ORD,9E,Arrival Delay,21,Delayed
2444,OH,Ohio,DAY,9E,B,1,Cancelled
2445,OH,Ohio,DAY,9E,C,1,Cancelled
6848,FL,Florida,SRQ,9E,Departure Delay,2,Delayed
6849,MO,Missouri,STL,9E,Departure Delay,34,Delayed
6850,IA,Iowa,SUX,9E,Departure Delay,3,Delayed
6851,NY,New York,SWF,9E,Departure Delay,7,Delayed
6852,NY,New York,SYR,9E,Departure Delay,16,Delayed
6853,FL,Florida,TLH,9E,Departure Delay,13,Delayed
6854,FL,Florida,TPA,9E,Departure Delay,3,Delayed
6855,TN,Tennessee,TRI,9E,Departure Delay,4,Delayed
6856,OK,Oklahoma,TUL,9E,Departure Delay,35,Delayed
6857,MI,Michigan,TVC,9E,Departure Delay,19,Delayed
6858,TN,Tennessee,TYS,9E,Departure Delay,57,Delayed
6847,UT,Utah,SLC,9E,Departure Delay,1,Delayed
6859,GA,Georgia,VLD,9E,Departure Delay,1,Delayed
6861,AR,Arkansas,XNA,9E,Departure Delay,33,Delayed
1748,MS,Mississippi,JAN,9E,A,2,Cancelled
1290,LA,Louisiana,LFT,9E,A,1,Cancelled
3671,NE,Nebraska,OMA,9E,Arrival Delay,40,Delayed
2496,OK,Oklahoma,TUL,9E,A,3,Cancelled
2497,OK,Oklahoma,TUL,9E,C,1,Cancelled
1705,MO,Missouri,STL,9E,C,2,Cancelled
1704,MO,Missouri,STL,9E,B,1,Cancelled
1703,MO,Missouri,STL,9E,A,3,Cancelled
1326,LA,Louisiana,SHV,9E,A,2,Cancelled
1327,LA,Louisiana,SHV,9E,B,1,Cancelled
1335,MA,Massachusetts,ACK,9E,C,1,Cancelled
1693,MO,Missouri,SGF,9E,A,1,Cancelled
6860,FL,Florida,VPS,9E,Departure Delay,1,Delayed
1339,MA,Massachusetts,BOS,9E,A,6,Cancelled
6846,LA,Louisiana,SHV,9E,Departure Delay,14,Delayed
6844,KY,Kentucky,SDF,9E,Departure Delay,31,Delayed
6819,NE,Nebraska,OMA,9E,Departure Delay,29,Delayed
6820,IL,Illinois,ORD,9E,Departure Delay,15,Delayed
6821,VA,Virginia,ORF,9E,Departure Delay,33,Delayed
6822,FL,Florida,PBI,9E,Departure Delay,1,Delayed
6823,FL,Florida,PFN,9E,Departure Delay,5,Delayed
6824,VA,Virginia,PHF,9E,Departure Delay,3,Delayed
6825,PA,Pennsylvania,PHL,9E,Departure Delay,40,Delayed
1785,NC,North Carolina,AVL,9E,A,1,Cancelled
6826,IL,Illinois,PIA,9E,Departure Delay,15,Delayed
6827,PA,Pennsylvania,PIT,9E,Departure Delay,64,Delayed
6828,MI,Michigan,PLN,9E,Departure Delay,6,Delayed
6829,FL,Florida,PNS,9E,Departure Delay,12,Delayed
6830,WA,Washington,PSC,9E,Departure Delay,1,Delayed
6845,MO,Missouri,SGF,9E,Departure Delay,22,Delayed
1243,KY,Kentucky,SDF,9E,A,2,Cancelled
6831,RI,Rhode Island,PVD,9E,Departure Delay,10,Delayed
6832,ME,Maine,PWM,9E,Departure Delay,29,Delayed
6833,SD,South Dakota,RAP,9E,Departure Delay,2,Delayed
6834,NC,North Carolina,RDU,9E,Departure Delay,63,Delayed
6835,VA,Virginia,RIC,9E,Departure Delay,24,Delayed
6836,VA,Virginia,ROA,9E,Departure Delay,10,Delayed
6837,NY,New York,ROC,9E,Departure Delay,25,Delayed
6838,MN,Minnesota,RST,9E,Departure Delay,11,Delayed
6839,FL,Florida,RSW,9E,Departure Delay,10,Delayed
6840,TX,Texas,SAT,9E,Departure Delay,5,Delayed
6841,GA,Georgia,SAV,9E,Departure Delay,25,Delayed
6842,IN,Indiana,SBN,9E,Departure Delay,30,Delayed
6843,PA,Pennsylvania,SCE,9E,Departure Delay,8,Delayed
1244,KY,Kentucky,SDF,9E,C,1,Cancelled
1340,MA,Massachusetts,BOS,9E,B,1,Cancelled
951,IA,Iowa,CID,9E,B,2,Cancelled
3685,SD,South Dakota,RAP,9E,Arrival Delay,3,Delayed
3689,VA,Virginia,ROA,9E,Arrival Delay,17,Delayed
3703,IA,Iowa,SUX,9E,Arrival Delay,5,Delayed
3683,RI,Rhode Island,PVD,9E,Arrival Delay,15,Delayed
3696,PA,Pennsylvania,SCE,9E,Arrival Delay,6,Delayed
3684,ME,Maine,PWM,9E,Arrival Delay,34,Delayed
3678,IL,Illinois,PIA,9E,Arrival Delay,18,Delayed
3704,NY,New York,SWF,9E,Arrival Delay,14,Delayed
3682,WA,Washington,PSC,9E,Arrival Delay,1,Delayed
3688,VA,Virginia,RIC,9E,Arrival Delay,31,Delayed
3707,FL,Florida,TPA,9E,Arrival Delay,3,Delayed
3687,WI,Wisconsin,RHI,9E,Arrival Delay,1,Delayed
3686,NC,North Carolina,RDU,9E,Arrival Delay,80,Delayed
3697,KY,Kentucky,SDF,9E,Arrival Delay,38,Delayed
3698,MO,Missouri,SGF,9E,Arrival Delay,32,Delayed
3699,LA,Louisiana,SHV,9E,Arrival Delay,17,Delayed
3679,PA,Pennsylvania,PIT,9E,Arrival Delay,80,Delayed
3681,FL,Florida,PNS,9E,Arrival Delay,12,Delayed
3700,UT,Utah,SLC,9E,Arrival Delay,5,Delayed
3680,MI,Michigan,PLN,9E,Arrival Delay,11,Delayed
2550,PA,Pennsylvania,ABE,9E,A,1,Cancelled
3705,NY,New York,SYR,9E,Arrival Delay,15,Delayed
3695,IN,Indiana,SBN,9E,Arrival Delay,31,Delayed
3710,MI,Michigan,TVC,9E,Arrival Delay,33,Delayed
3701,FL,Florida,SRQ,9E,Arrival Delay,2,Delayed
3708,TN,Tennessee,TRI,9E,Arrival Delay,6,Delayed
1341,MA,Massachusetts,BOS,9E,C,4,Cancelled
3702,MO,Missouri,STL,9E,Arrival Delay,38,Delayed
3714,AR,Arkansas,XNA,9E,Arrival Delay,45,Delayed
3673,VA,Virginia,ORF,9E,Arrival Delay,43,Delayed
3674,FL,Florida,PBI,9E,Arrival Delay,2,Delayed
3675,FL,Florida,PFN,9E,Arrival Delay,11,Delayed
3692,FL,Florida,RSW,9E,Arrival Delay,13,Delayed
3691,MN,Minnesota,RST,9E,Arrival Delay,20,Delayed
3676,VA,Virginia,PHF,9E,Arrival Delay,5,Delayed
3677,PA,Pennsylvania,PHL,9E,Arrival Delay,43,Delayed
3690,NY,New York,ROC,9E,Arrival Delay,27,Delayed
3706,FL,Florida,TLH,9E,Arrival Delay,18,Delayed
3693,TX,Texas,SAT,9E,Arrival Delay,10,Delayed
3713,FL,Florida,VPS,9E,Arrival Delay,2,Delayed
3712,GA,Georgia,VLD,9E,Arrival Delay,3,Delayed
3694,GA,Georgia,SAV,9E,Arrival Delay,26,Delayed
3711,TN,Tennessee,TYS,9E,Arrival Delay,83,Delayed
3709,OK,Oklahoma,TUL,9E,Arrival Delay,40,Delayed
2561,PA,Pennsylvania,AVP,9E,A,2,Cancelled
1342,MA,Massachusetts,BOS,AA,A,21,Cancelled
9981,MO,Missouri,SGF,AA,Arrival On-Time,1,On-Time
6979,CA,California,SMF,AA,Departure Delay,136,Delayed
1662,MO,Missouri,MCI,AA,C,1,Cancelled
1661,MO,Missouri,MCI,AA,B,10,Cancelled
6915,NC,North Carolina,ILM,AA,Departure Delay,8,Delayed
6916,IN,Indiana,IND,AA,Departure Delay,132,Delayed
6938,WI,Wisconsin,MKE,AA,Departure Delay,38,Delayed
6939,FL,Florida,MLB,AA,Departure Delay,1,Delayed
6923,CA,California,LAX,AA,Departure Delay,2664,Delayed
9980,CA,California,SFO,AA,Arrival On-Time,69,On-Time
1660,MO,Missouri,MCI,AA,A,9,Cancelled
9978,KY,Kentucky,SDF,AA,Arrival On-Time,4,On-Time
6940,IL,Illinois,MLI,AA,Departure Delay,4,Delayed
9963,FL,Florida,PBI,AA,Arrival On-Time,13,On-Time
6866,GA,Georgia,ATL,AA,Departure Delay,545,Delayed
6865,AK,Alaska,ANC,AA,Departure Delay,16,Delayed
6864,TX,Texas,AMA,AA,Departure Delay,14,Delayed
6863,NY,New York,ALB,AA,Departure Delay,23,Delayed
6862,NM,New Mexico,ABQ,AA,Departure Delay,124,Delayed
9964,OR,Oregon,PDX,AA,Arrival On-Time,15,On-Time
6911,AL,Alabama,HSV,AA,Departure Delay,27,Delayed
6912,VA,Virginia,IAD,AA,Departure Delay,279,Delayed
9965,PA,Pennsylvania,PHL,AA,Arrival On-Time,61,On-Time
9966,AZ,Arizona,PHX,AA,Arrival On-Time,115,On-Time
6913,TX,Texas,IAH,AA,Departure Delay,306,Delayed
9979,WA,Washington,SEA,AA,Arrival On-Time,38,On-Time
9967,PA,Pennsylvania,PIT,AA,Arrival On-Time,10,On-Time
9969,RI,Rhode Island,PVD,AA,Arrival On-Time,4,On-Time
9970,NC,North Carolina,RDU,AA,Arrival On-Time,27,On-Time
9971,VA,Virginia,RIC,AA,Arrival On-Time,6,On-Time
9972,NV,Nevada,RNO,AA,Arrival On-Time,8,On-Time
9973,NY,New York,ROC,AA,Arrival On-Time,1,On-Time
6937,FL,Florida,MIA,AA,Departure Delay,4033,Delayed
6914,KS,Kansas,ICT,AA,Departure Delay,56,Delayed
1178,KS,Kansas,ICT,AA,A,4,Cancelled
9974,MN,Minnesota,RST,AA,Arrival On-Time,1,On-Time
9975,FL,Florida,RSW,AA,Arrival On-Time,9,On-Time
9976,CA,California,SAN,AA,Arrival On-Time,25,On-Time
9977,TX,Texas,SAT,AA,Arrival On-Time,42,On-Time
9968,CA,California,PSP,AA,Arrival On-Time,10,On-Time
6941,WI,Wisconsin,MSN,AA,Departure Delay,1,Delayed
6946,CA,California,OAK,AA,Departure Delay,58,Delayed
6921,HI,Hawaii,KOA,AA,Departure Delay,25,Delayed
6962,NC,North Carolina,RDU,AA,Departure Delay,428,Delayed
6963,VA,Virginia,RIC,AA,Departure Delay,90,Delayed
6964,NV,Nevada,RNO,AA,Departure Delay,140,Delayed
6965,NY,New York,ROC,AA,Departure Delay,24,Delayed
6966,MN,Minnesota,RST,AA,Departure Delay,11,Delayed
6967,FL,Florida,RSW,AA,Departure Delay,136,Delayed
6968,CA,California,SAN,AA,Departure Delay,434,Delayed
6969,TX,Texas,SAT,AA,Departure Delay,377,Delayed
6970,GA,Georgia,SAV,AA,Departure Delay,9,Delayed
9985,CA,California,SMF,AA,Arrival On-Time,17,On-Time
9986,CA,California,SNA,AA,Arrival On-Time,37,On-Time
1802,NC,North Carolina,CLT,AA,C,4,Cancelled
6961,ME,Maine,PWM,AA,Departure Delay,7,Delayed
6971,CA,California,SBA,AA,Departure Delay,1,Delayed
6972,KY,Kentucky,SDF,AA,Departure Delay,43,Delayed
9987,MO,Missouri,STL,AA,Arrival On-Time,81,On-Time
6973,WA,Washington,SEA,AA,Departure Delay,506,Delayed
6974,CA,California,SFO,AA,Departure Delay,980,Delayed
6975,MO,Missouri,SGF,AA,Departure Delay,1,Delayed
1800,NC,North Carolina,CLT,AA,A,22,Cancelled
9988,VI,U.S. Virgin Islands,STT,AA,Arrival On-Time,12,On-Time
6976,CA,California,SJC,AA,Departure Delay,475,Delayed
9989,VI,U.S. Virgin Islands,STX,AA,Arrival On-Time,4,On-Time
9990,NY,New York,SWF,AA,Arrival On-Time,2,On-Time
9991,NY,New York,SYR,AA,Arrival On-Time,3,On-Time
9992,FL,Florida,TPA,AA,Arrival On-Time,33,On-Time
1801,NC,North Carolina,CLT,AA,B,39,Cancelled
6960,RI,Rhode Island,PVD,AA,Departure Delay,58,Delayed
6959,CA,California,PSP,AA,Departure Delay,85,Delayed
9984,UT,Utah,SLC,AA,Arrival On-Time,15,On-Time
6920,NY,New York,JFK,AA,Departure Delay,1253,Delayed
6942,MN,Minnesota,MSP,AA,Departure Delay,393,Delayed
6919,FL,Florida,JAX,AA,Departure Delay,115,Delayed
6918,WY,Wyoming,JAC,AA,Departure Delay,28,Delayed
6943,LA,Louisiana,MSY,AA,Departure Delay,287,Delayed
6944,CO,Colorado,MTJ,AA,Departure Delay,5,Delayed
6945,SC,South Carolina,MYR,AA,Departure Delay,1,Delayed
9962,VA,Virginia,ORF,AA,Arrival On-Time,3,On-Time
6947,HI,Hawaii,OGG,AA,Departure Delay,99,Delayed
6948,OK,Oklahoma,OKC,AA,Departure Delay,135,Delayed
6949,NE,Nebraska,OMA,AA,Departure Delay,61,Delayed
6950,CA,California,ONT,AA,Departure Delay,111,Delayed
6951,IL,Illinois,ORD,AA,Departure Delay,6847,Delayed
6952,VA,Virginia,ORF,AA,Departure Delay,73,Delayed
6953,FL,Florida,PBI,AA,Departure Delay,140,Delayed
1396,MD,Maryland,BWI,AA,A,7,Cancelled
1397,MD,Maryland,BWI,AA,B,10,Cancelled
1398,MD,Maryland,BWI,AA,C,1,Cancelled
1245,KY,Kentucky,SDF,AA,A,1,Cancelled
9982,CA,California,SJC,AA,Arrival On-Time,38,On-Time
9983,PR,Puerto Rico,SJU,AA,Arrival On-Time,43,On-Time
6954,OR,Oregon,PDX,AA,Departure Delay,179,Delayed
6955,PA,Pennsylvania,PHL,AA,Departure Delay,1082,Delayed
6956,AZ,Arizona,PHX,AA,Departure Delay,1090,Delayed
6957,PA,Pennsylvania,PIT,AA,Departure Delay,121,Delayed
6958,FL,Florida,PNS,AA,Departure Delay,4,Delayed
6917,NY,New York,ISP,AA,Departure Delay,2,Delayed
6922,NV,Nevada,LAS,AA,Departure Delay,668,Delayed
6936,NH,New Hampshire,MHT,AA,Departure Delay,1,Delayed
9959,NE,Nebraska,OMA,AA,Arrival On-Time,4,On-Time
6867,TX,Texas,AUS,AA,Departure Delay,521,Delayed
9904,MT,Montana,BZN,AA,Arrival On-Time,1,On-Time
9905,SC,South Carolina,CHS,AA,Arrival On-Time,2,On-Time
9906,OH,Ohio,CLE,AA,Arrival On-Time,10,On-Time
9907,NC,North Carolina,CLT,AA,Arrival On-Time,103,On-Time
9908,OH,Ohio,CMH,AA,Arrival On-Time,13,On-Time
9909,CO,Colorado,COS,AA,Arrival On-Time,10,On-Time
9910,TX,Texas,CRP,AA,Arrival On-Time,1,On-Time
9911,KY,Kentucky,CVG,AA,Arrival On-Time,3,On-Time
6898,NJ,New Jersey,EWR,AA,Departure Delay,534,Delayed
1344,MA,Massachusetts,BOS,AA,C,10,Cancelled
9912,TX,Texas,DAL,AA,Arrival On-Time,4,On-Time
9913,OH,Ohio,DAY,AA,Arrival On-Time,3,On-Time
6910,NY,New York,HPN,AA,Departure Delay,34,Delayed
6897,TX,Texas,ELP,AA,Departure Delay,156,Delayed
6896,CO,Colorado,EGE,AA,Departure Delay,63,Delayed
6895,MI,Michigan,DTW,AA,Departure Delay,265,Delayed
6894,IA,Iowa,DSM,AA,Departure Delay,41,Delayed
6928,AR,Arkansas,LIT,AA,Departure Delay,25,Delayed
9916,TX,Texas,DFW,AA,Arrival On-Time,865,On-Time
9915,CO,Colorado,DEN,AA,Arrival On-Time,39,On-Time
9914,VA,Virginia,DCA,AA,Arrival On-Time,64,On-Time
6887,KY,Kentucky,CVG,AA,Departure Delay,28,Delayed
6888,TX,Texas,DAL,AA,Departure Delay,28,Delayed
9903,MD,Maryland,BWI,AA,Arrival On-Time,25,On-Time
6889,OH,Ohio,DAY,AA,Departure Delay,44,Delayed
1041,IL,Illinois,ORD,AA,A,70,Cancelled
1042,IL,Illinois,ORD,AA,B,115,Cancelled
1043,IL,Illinois,ORD,AA,C,68,Cancelled
6891,CO,Colorado,DEN,AA,Departure Delay,532,Delayed
6892,TX,Texas,DFW,AA,Departure Delay,15071,Delayed
6893,CO,Colorado,DRO,AA,Departure Delay,1,Delayed
6890,VA,Virginia,DCA,AA,Departure Delay,889,Delayed
9917,IA,Iowa,DSM,AA,Arrival On-Time,8,On-Time
9902,CA,California,BUR,AA,Arrival On-Time,3,On-Time
9900,MA,Massachusetts,BOS,AA,Arrival On-Time,63,On-Time
6909,TX,Texas,HOU,AA,Departure Delay,48,Delayed
6924,TX,Texas,LBB,AA,Departure Delay,2,Delayed
1343,MA,Massachusetts,BOS,AA,B,39,Cancelled
6908,HI,Hawaii,HNL,AA,Departure Delay,113,Delayed
6907,CO,Colorado,HDN,AA,Departure Delay,17,Delayed
6906,CO,Colorado,GUC,AA,Departure Delay,10,Delayed
6905,SC,South Carolina,GSP,AA,Departure Delay,9,Delayed
6904,NC,North Carolina,GSO,AA,Departure Delay,16,Delayed
6903,MI,Michigan,GRR,AA,Departure Delay,5,Delayed
6902,WA,Washington,GEG,AA,Departure Delay,8,Delayed
6901,FL,Florida,FLL,AA,Departure Delay,460,Delayed
6925,NY,New York,LGA,AA,Departure Delay,1382,Delayed
6926,CA,California,LGB,AA,Departure Delay,38,Delayed
6927,HI,Hawaii,LIH,AA,Departure Delay,30,Delayed
6900,CA,California,FAT,AA,Departure Delay,43,Delayed
1706,MO,Missouri,STL,AA,A,8,Cancelled
1707,MO,Missouri,STL,AA,B,12,Cancelled
9899,ID,Idaho,BOI,AA,Arrival On-Time,1,On-Time
9898,TN,Tennessee,BNA,AA,Arrival On-Time,22,On-Time
9897,AL,Alabama,BHM,AA,Arrival On-Time,11,On-Time
6899,ND,North Dakota,FAR,AA,Departure Delay,1,Delayed
1130,IN,Indiana,IND,AA,B,2,Cancelled
9896,CA,California,BFL,AA,Arrival On-Time,1,On-Time
9901,NY,New York,BUF,AA,Arrival On-Time,3,On-Time
9895,CT,Connecticut,BDL,AA,Arrival On-Time,17,On-Time
